neg_cutoff,pos_cutoff,accuracy
-0.4,0.05,0.6330645161290323
-0.4,0.08888888888888889,0.6330645161290323
-0.4,0.12777777777777777,0.6330645161290323
-0.4,0.16666666666666669,0.6330645161290323
-0.4,0.20555555555555555,0.6330645161290323
-0.4,0.24444444444444446,0.6330645161290323
-0.4,0.2833333333333333,0.6330645161290323
-0.4,0.32222222222222224,0.6330645161290323
-0.4,0.3611111111111111,0.6330645161290323
-0.4,0.4,0.6330645161290323
-0.36111111111111116,0.05,0.6310483870967742
-0.36111111111111116,0.08888888888888889,0.6310483870967742
-0.36111111111111116,0.12777777777777777,0.6310483870967742
-0.36111111111111116,0.16666666666666669,0.6310483870967742
-0.36111111111111116,0.20555555555555555,0.6310483870967742
-0.36111111111111116,0.24444444444444446,0.6310483870967742
-0.36111111111111116,0.2833333333333333,0.6310483870967742
-0.36111111111111116,0.32222222222222224,0.6310483870967742
-0.36111111111111116,0.3611111111111111,0.6310483870967742
-0.36111111111111116,0.4,0.6310483870967742
-0.32222222222222224,0.05,0.6330645161290323
-0.32222222222222224,0.08888888888888889,0.6330645161290323
-0.32222222222222224,0.12777777777777777,0.6330645161290323
-0.32222222222222224,0.16666666666666669,0.6330645161290323
-0.32222222222222224,0.20555555555555555,0.6330645161290323
-0.32222222222222224,0.24444444444444446,0.6330645161290323
-0.32222222222222224,0.2833333333333333,0.6330645161290323
-0.32222222222222224,0.32222222222222224,0.6330645161290323
-0.32222222222222224,0.3611111111111111,0.6330645161290323
-0.32222222222222224,0.4,0.6330645161290323
-0.2833333333333333,0.05,0.6199596774193549
-0.2833333333333333,0.08888888888888889,0.6199596774193549
-0.2833333333333333,0.12777777777777777,0.6199596774193549
-0.2833333333333333,0.16666666666666669,0.6199596774193549
-0.2833333333333333,0.20555555555555555,0.6199596774193549
-0.2833333333333333,0.24444444444444446,0.6199596774193549
-0.2833333333333333,0.2833333333333333,0.6199596774193549
-0.2833333333333333,0.32222222222222224,0.6199596774193549
-0.2833333333333333,0.3611111111111111,0.6199596774193549
-0.2833333333333333,0.4,0.6199596774193549
-0.24444444444444446,0.05,0.6058467741935484
-0.24444444444444446,0.08888888888888889,0.6058467741935484
-0.24444444444444446,0.12777777777777777,0.6058467741935484
-0.24444444444444446,0.16666666666666669,0.6058467741935484
-0.24444444444444446,0.20555555555555555,0.6058467741935484
-0.24444444444444446,0.24444444444444446,0.6058467741935484
-0.24444444444444446,0.2833333333333333,0.6058467741935484
-0.24444444444444446,0.32222222222222224,0.6058467741935484
-0.24444444444444446,0.3611111111111111,0.6058467741935484
-0.24444444444444446,0.4,0.6058467741935484
-0.20555555555555557,0.05,0.6088709677419355
-0.20555555555555557,0.08888888888888889,0.6088709677419355
-0.20555555555555557,0.12777777777777777,0.6088709677419355
-0.20555555555555557,0.16666666666666669,0.6088709677419355
-0.20555555555555557,0.20555555555555555,0.6088709677419355
-0.20555555555555557,0.24444444444444446,0.6088709677419355
-0.20555555555555557,0.2833333333333333,0.6088709677419355
-0.20555555555555557,0.32222222222222224,0.6088709677419355
-0.20555555555555557,0.3611111111111111,0.6088709677419355
-0.20555555555555557,0.4,0.6088709677419355
-0.16666666666666669,0.05,0.6088709677419355
-0.16666666666666669,0.08888888888888889,0.6088709677419355
-0.16666666666666669,0.12777777777777777,0.6088709677419355
-0.16666666666666669,0.16666666666666669,0.6088709677419355
-0.16666666666666669,0.20555555555555555,0.6088709677419355
-0.16666666666666669,0.24444444444444446,0.6088709677419355
-0.16666666666666669,0.2833333333333333,0.6088709677419355
-0.16666666666666669,0.32222222222222224,0.6088709677419355
-0.16666666666666669,0.3611111111111111,0.6088709677419355
-0.16666666666666669,0.4,0.6088709677419355
-0.12777777777777777,0.05,0.6098790322580645
-0.12777777777777777,0.08888888888888889,0.6098790322580645
-0.12777777777777777,0.12777777777777777,0.6098790322580645
-0.12777777777777777,0.16666666666666669,0.6098790322580645
-0.12777777777777777,0.20555555555555555,0.6098790322580645
-0.12777777777777777,0.24444444444444446,0.6098790322580645
-0.12777777777777777,0.2833333333333333,0.6098790322580645
-0.12777777777777777,0.32222222222222224,0.6098790322580645
-0.12777777777777777,0.3611111111111111,0.6098790322580645
-0.12777777777777777,0.4,0.6098790322580645
-0.0888888888888889,0.05,0.5967741935483871
-0.0888888888888889,0.08888888888888889,0.5967741935483871
-0.0888888888888889,0.12777777777777777,0.5967741935483871
-0.0888888888888889,0.16666666666666669,0.5967741935483871
-0.0888888888888889,0.20555555555555555,0.5967741935483871
-0.0888888888888889,0.24444444444444446,0.5967741935483871
-0.0888888888888889,0.2833333333333333,0.5967741935483871
-0.0888888888888889,0.32222222222222224,0.5967741935483871
-0.0888888888888889,0.3611111111111111,0.5967741935483871
-0.0888888888888889,0.4,0.5967741935483871
-0.05,0.05,0.5987903225806451
-0.05,0.08888888888888889,0.5987903225806451
-0.05,0.12777777777777777,0.5987903225806451
-0.05,0.16666666666666669,0.5987903225806451
-0.05,0.20555555555555555,0.5987903225806451
-0.05,0.24444444444444446,0.5987903225806451
-0.05,0.2833333333333333,0.5987903225806451
-0.05,0.32222222222222224,0.5987903225806451
-0.05,0.3611111111111111,0.5987903225806451
-0.05,0.4,0.5987903225806451
