medical_weight,neg_cutoff,pos_cutoff,accuracy
0.1,-0.5,0.1,0.5897177419354839
0.1,-0.5,0.12105263157894737,0.592741935483871
0.1,-0.5,0.14210526315789473,0.5897177419354839
0.1,-0.5,0.1631578947368421,0.59375
0.1,-0.5,0.1842105263157895,0.5745967741935484
0.1,-0.5,0.20526315789473684,0.5675403225806451
0.1,-0.5,0.22631578947368422,0.563508064516129
0.1,-0.5,0.24736842105263157,0.5514112903225806
0.1,-0.5,0.26842105263157895,0.5332661290322581
0.1,-0.5,0.2894736842105263,0.5100806451612904
0.1,-0.5,0.31052631578947365,0.4949596774193548
0.1,-0.5,0.3315789473684211,0.4788306451612903
0.1,-0.5,0.3526315789473684,0.46169354838709675
0.1,-0.5,0.37368421052631584,0.44556451612903225
0.1,-0.5,0.39473684210526316,0.4324596774193548
0.1,-0.5,0.4157894736842105,0.41330645161290325
0.1,-0.5,0.4368421052631579,0.3971774193548387
0.1,-0.5,0.45789473684210524,0.3850806451612903
0.1,-0.5,0.4789473684210527,0.37701612903225806
0.1,-0.5,0.5,0.36794354838709675
0.1,-0.4789473684210526,0.1,0.5957661290322581
0.1,-0.4789473684210526,0.12105263157894737,0.5987903225806451
0.1,-0.4789473684210526,0.14210526315789473,0.5957661290322581
0.1,-0.4789473684210526,0.1631578947368421,0.5997983870967742
0.1,-0.4789473684210526,0.1842105263157895,0.5806451612903226
0.1,-0.4789473684210526,0.20526315789473684,0.5735887096774194
0.1,-0.4789473684210526,0.22631578947368422,0.5695564516129032
0.1,-0.4789473684210526,0.24736842105263157,0.5574596774193549
0.1,-0.4789473684210526,0.26842105263157895,0.5393145161290323
0.1,-0.4789473684210526,0.2894736842105263,0.5161290322580645
0.1,-0.4789473684210526,0.31052631578947365,0.501008064516129
0.1,-0.4789473684210526,0.3315789473684211,0.4848790322580645
0.1,-0.4789473684210526,0.3526315789473684,0.46774193548387094
0.1,-0.4789473684210526,0.37368421052631584,0.45161290322580644
0.1,-0.4789473684210526,0.39473684210526316,0.43850806451612906
0.1,-0.4789473684210526,0.4157894736842105,0.41935483870967744
0.1,-0.4789473684210526,0.4368421052631579,0.4032258064516129
0.1,-0.4789473684210526,0.45789473684210524,0.3911290322580645
