neg_cutoff,pos_cutoff,accuracy
-0.4,0.05,0.4879032258064516
-0.4,0.08888888888888889,0.4657258064516129
-0.4,0.12777777777777777,0.4254032258064516
-0.4,0.16666666666666669,0.3911290322580645
-0.4,0.20555555555555555,0.3629032258064516
-0.4,0.24444444444444446,0.3497983870967742
-0.4,0.2833333333333333,0.32560483870967744
-0.4,0.32222222222222224,0.3094758064516129
-0.4,0.3611111111111111,0.30443548387096775
-0.4,0.4,0.30443548387096775
-0.36111111111111116,0.05,0.4879032258064516
-0.36111111111111116,0.08888888888888889,0.4657258064516129
-0.36111111111111116,0.12777777777777777,0.4254032258064516
-0.36111111111111116,0.16666666666666669,0.3911290322580645
-0.36111111111111116,0.20555555555555555,0.3629032258064516
-0.36111111111111116,0.24444444444444446,0.3497983870967742
-0.36111111111111116,0.2833333333333333,0.32560483870967744
-0.36111111111111116,0.32222222222222224,0.3094758064516129
-0.36111111111111116,0.3611111111111111,0.30443548387096775
-0.36111111111111116,0.4,0.30443548387096775
-0.32222222222222224,0.05,0.4909274193548387
-0.32222222222222224,0.08888888888888889,0.46875
-0.32222222222222224,0.12777777777777777,0.4284274193548387
-0.32222222222222224,0.16666666666666669,0.3941532258064516
-0.32222222222222224,0.20555555555555555,0.3659274193548387
-0.32222222222222224,0.24444444444444446,0.3528225806451613
-0.32222222222222224,0.2833333333333333,0.3286290322580645
-0.32222222222222224,0.32222222222222224,0.3125
-0.32222222222222224,0.3611111111111111,0.3074596774193548
-0.32222222222222224,0.4,0.3074596774193548
-0.2833333333333333,0.05,0.48689516129032256
-0.2833333333333333,0.08888888888888889,0.4647177419354839
-0.2833333333333333,0.12777777777777777,0.42439516129032256
-0.2833333333333333,0.16666666666666669,0.3901209677419355
-0.2833333333333333,0.20555555555555555,0.36189516129032256
-0.2833333333333333,0.24444444444444446,0.3487903225806452
-0.2833333333333333,0.2833333333333333,0.3245967741935484
-0.2833333333333333,0.32222222222222224,0.3084677419354839
-0.2833333333333333,0.3611111111111111,0.3034274193548387
-0.2833333333333333,0.4,0.3034274193548387
-0.24444444444444446,0.05,0.5090725806451613
-0.24444444444444446,0.08888888888888889,0.48689516129032256
-0.24444444444444446,0.12777777777777777,0.4465725806451613
-0.24444444444444446,0.16666666666666669,0.4122983870967742
-0.24444444444444446,0.20555555555555555,0.3840725806451613
-0.24444444444444446,0.24444444444444446,0.3709677419354839
-0.24444444444444446,0.2833333333333333,0.3467741935483871
-0.24444444444444446,0.32222222222222224,0.33064516129032256
-0.24444444444444446,0.3611111111111111,0.32560483870967744
-0.24444444444444446,0.4,0.32560483870967744
-0.20555555555555557,0.05,0.5090725806451613
-0.20555555555555557,0.08888888888888889,0.48689516129032256
-0.20555555555555557,0.12777777777777777,0.4465725806451613
-0.20555555555555557,0.16666666666666669,0.4122983870967742
-0.20555555555555557,0.20555555555555555,0.3840725806451613
-0.20555555555555557,0.24444444444444446,0.3709677419354839
-0.20555555555555557,0.2833333333333333,0.3467741935483871
-0.20555555555555557,0.32222222222222224,0.33064516129032256
-0.20555555555555557,0.3611111111111111,0.32560483870967744
-0.20555555555555557,0.4,0.32560483870967744
-0.16666666666666669,0.05,0.5050403225806451
-0.16666666666666669,0.08888888888888889,0.48286290322580644
-0.16666666666666669,0.12777777777777777,0.4425403225806452
-0.16666666666666669,0.16666666666666669,0.40826612903225806
-0.16666666666666669,0.20555555555555555,0.3800403225806452
-0.16666666666666669,0.24444444444444446,0.36693548387096775
-0.16666666666666669,0.2833333333333333,0.34274193548387094
-0.16666666666666669,0.32222222222222224,0.32661290322580644
-0.16666666666666669,0.3611111111111111,0.3215725806451613
-0.16666666666666669,0.4,0.3215725806451613
-0.12777777777777777,0.05,0.4959677419354839
-0.12777777777777777,0.08888888888888889,0.4737903225806452
-0.12777777777777777,0.12777777777777777,0.4334677419354839
-0.12777777777777777,0.16666666666666669,0.39919354838709675
-0.12777777777777777,0.20555555555555555,0.3709677419354839
-0.12777777777777777,0.24444444444444446,0.35786290322580644
-0.12777777777777777,0.2833333333333333,0.3336693548387097
-0.12777777777777777,0.32222222222222224,0.3175403225806452
-0.12777777777777777,0.3611111111111111,0.3125
-0.12777777777777777,0.4,0.3125
-0.0888888888888889,0.05,0.5040322580645161
-0.0888888888888889,0.08888888888888889,0.48185483870967744
-0.0888888888888889,0.12777777777777777,0.4415322580645161
-0.0888888888888889,0.16666666666666669,0.40725806451612906
-0.0888888888888889,0.20555555555555555,0.3790322580645161
-0.0888888888888889,0.24444444444444446,0.3659274193548387
-0.0888888888888889,0.2833333333333333,0.34173387096774194
-0.0888888888888889,0.32222222222222224,0.32560483870967744
-0.0888888888888889,0.3611111111111111,0.32056451612903225
-0.0888888888888889,0.4,0.32056451612903225
-0.05,0.05,0.5292338709677419
-0.05,0.08888888888888889,0.5070564516129032
-0.05,0.12777777777777777,0.46673387096774194
-0.05,0.16666666666666669,0.4324596774193548
-0.05,0.20555555555555555,0.40423387096774194
-0.05,0.24444444444444446,0.3911290322580645
-0.05,0.2833333333333333,0.36693548387096775
-0.05,0.32222222222222224,0.35080645161290325
-0.05,0.3611111111111111,0.34576612903225806
-0.05,0.4,0.34576612903225806
